"gender","race/ethnicity","parental level of education","lunch","test preparation course","math score","reading score","writing score"
"female","group D","master's degree","standard","none","53","61","68"
"female","group D","some high school","standard","none","81","97","96"
"female","group E","some high school","standard","none","77","79","80"
"female","group D","bachelor's degree","free/reduced","none","63","73","78"
"female","group D","associate's degree","standard","completed","73","75","80"
"female","group D","some college","standard","none","69","77","77"
"female","group C","associate's degree","standard","none","65","76","76"
"female","group A","high school","standard","none","55","73","73"
"female","group C","bachelor's degree","free/reduced","none","44","63","62"
"female","group C","some college","standard","none","54","64","65"
"female","group A","some high school","standard","none","48","66","65"
"male","group C","some college","free/reduced","none","58","57","54"
"male","group A","some high school","standard","none","71","62","50"
"male","group E","bachelor's degree","standard","none","68","68","64"
"female","group E","high school","standard","none","74","76","73"
"female","group C","bachelor's degree","standard","completed","92","100","99"
"female","group C","bachelor's degree","standard","completed","56","79","72"
"male","group B","high school","free/reduced","none","30","24","15"
"male","group A","some high school","standard","none","53","54","48"
"female","group D","high school","standard","none","69","77","73"
"female","group D","some high school","standard","none","65","82","81"
"female","group D","master's degree","standard","none","54","60","63"
"female","group C","high school","standard","none","29","29","30"
"female","group E","some college","standard","none","76","78","80"
"male","group D","high school","free/reduced","none","60","57","51"
"male","group D","master's degree","free/reduced","completed","84","89","90"
"male","group C","some high school","standard","none","75","72","62"
"female","group C","associate's degree","standard","none","85","84","82"
"female","group C","master's degree","free/reduced","none","40","58","54"
"female","group E","some college","standard","none","61","64","62"
"female","group B","associate's degree","standard","none","58","63","65"
"male","group D","some college","free/reduced","completed","69","60","63"
"female","group C","some college","standard","none","58","59","66"
"male","group C","bachelor's degree","standard","completed","94","90","91"
"female","group C","associate's degree","standard","none","65","77","74"
"female","group A","associate's degree","standard","none","82","93","93"
"female","group C","high school","standard","none","60","68","72"
"female","group E","bachelor's degree","standard","none","37","45","38"
"male","group D","bachelor's degree","standard","none","88","78","83"
"male","group D","master's degree","standard","none","95","81","84"
"male","group C","associate's degree","free/reduced","completed","65","73","68"
"female","group C","high school","free/reduced","none","35","61","54"
"male","group B","bachelor's degree","free/reduced","none","62","63","56"
"male","group C","high school","free/reduced","completed","58","51","52"
"male","group A","some college","standard","completed","100","96","86"
"female","group E","bachelor's degree","free/reduced","none","61","58","62"
